age;year;rank;ICD-2_code;underlying_cause;total_N;percentage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1925;1;46;Cancer of the female genital organs;870;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1925;2;47;Cancer of the breast;733;6,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1925;3;44;Cancer of the pharynx, oesophagus, stomach, liver and annexa;672;5,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1925;4;31;Tuberculosis of the respiratory system;667;5,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1925;5;74a(1);Cerebral haemorrhage so returned;665;5,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1925;6;90(4);Other or unspecified valve disease;516;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1925;7;129;Chronic nephritis (including unspecified over 10 years of age);505;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1925;8;45;Cancer of the peritoneum, intestines and rectum;496;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1925;9;90(2);Mitral valve disease;420;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1925;10;90(7);Other or unspecified myocardial disease;357;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1935;1;46;Cancer of the digestive organs and peritoneum;1.114;9,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1935;2;50;Cancer of the breast;842;7,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1935;3;48;Cancer of the uterus;597;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1935;4;82a(1);Cerebral haemorrhage so returned;556;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1935;5;23;Tuberculosis of the respiratory system;551;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1935;6;93b(3);Other myocardial degeneration;502;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1935;7;131;Chronic nephritis;441;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1935;8;92(2);Mitral valve disease;372;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1935;9;92(5);Other or unspecified valve disease;272;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1935;10;49;Cancer of the other female genital organs;254;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1945;1;83a;Cerebral haemorrhage;875;8,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1945;2;50;Cancer of the breast;819;8,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1945;3;92b(1);Mitral valve disease;383;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1945;4;13b;Tb. of the resp. system without mention of occupational disease of lung;364;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1945;5;46c;Cancer of the intestines other than duodenum or rectum;358;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1945;6;93c(3);Other myocardial degeneration;343;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1945;7;46b;Cancer of the stomach and duodenum;325;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1945;8;49;Cancer of other female genital organs;318;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1945;9;94a;Diseases of the coronary arteries;309;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1945;10;48b;Other or unspecified cancer of the uterus;290;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1955;1;170;Malignant neoplasm of breast;959;10,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1955;2;331;Cerebral haemorrhage;735;8,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1955;3;420;Arteriosclerotic heart disease, including coronary disease;649;7,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1955;4;410;Diseases of mitral valve;416;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1955;5;175;Malignant neoplasm of ovary, fallopian tube, and broad ligament;386;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1955;6;153;Malignant neoplasm of large intestine, except rectum;316;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1955;7;151;Malignant neoplasm of stomach;306;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1955;8;171;Malignant neoplasm of cervix uteri;294;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1955;9;330;Subarachnoid haemorrhage;205;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1955;10;332;Cerebral embolism and thrombosis;195;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1965;1;170;Malignant neoplasm of breast;1.079;12,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1965;2;420;Arteriosclerotic heart disease, including coronary disease;856;10,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1965;3;175;Malignant neoplasm of ovary, fallopian tube, and broad ligament;430;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1965;4;331;Cerebral haemorrhage;413;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1965;5;171;Malignant neoplasm of cervix uteri;334;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1965;6;410;Diseases of mitral valve;312;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1965;7;162;Malignant neoplasm of bronchus and trachea, and of lung (primary);300;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1965;8;153;Malignant neoplasm of large intestine, except rectum;253;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1965;9;330;Subarachnoid haemorrhage;231;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1965;10;151;Malignant neoplasm of stomach;195;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1975;1;174;Malignant neoplasm of breast;1.230;14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1975;2;410;Acute myocardial infarction;829;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1975;3;162;Malignant neoplasm of trachea, bronchus and lung;587;7,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1975;4;183;Malignant neoplasm of ovary, fallopian tube, and broad ligament;401;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1975;5;180;Malignant neoplasm of cervix uteri;258;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1975;6;153;Malignant neoplasm of large intestine, except rectum;252;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1975;7;431;Cerebral haemorrhage;231;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1975;8;430;Subarachnoid haemorrhage;229;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1975;9;412;Chronic ischaemic heart disease;220;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1975;10;485;Bronchopneumonia, unspecified;165;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1985;1;174;Malignant neoplasm of female breast;988;17,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1985;2;410;Acute myocardial infarction;533;9,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1985;3;162;Malignant neoplasm of trachea, bronchus and lung;340;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1985;4;183;Malignant neoplasm of ovary and other uterine adnexa;302;5,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1985;5;414;Other forms of chronic ischaemic heart disease;240;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1985;6;153;Malignant neoplasm of colon;194;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1985;7;430;Subarachnoid haemorrhage;148;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1985;8;180;Malignant neoplasm of cervix uteri;138;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1985;9;199;Malignant neoplasm without specification of site;116;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1985;10;191;Malignant neoplasm of brain;105;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1995;1;174;Malignant neoplasm of female breast;971;18,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1995;2;162;Malignant neoplasm of trachea, bronchus and lung;370;7,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1995;3;410;Acute myocardial infarction;277;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1995;4;183;Malignant neoplasm of ovary and other uterine adnexa;264;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1995;5;414;Other forms of chronic ischaemic heart disease;193;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1995;6;199;Malignant neoplasm without specification of site;161;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1995;7;571;Chronic liver disease and cirrhosis;158;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1995;8;153;Malignant neoplasm of colon;152;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1995;9;430;Subarachnoid haemorrhage;149;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;1995;10;180;Malignant neoplasm of cervix uteri;106;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2005;1;C50;Malignant neoplasm of breast;709;14,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2005;2;C34;Malignant neoplasm of bronchus and lung;429;8,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2005;3;K70;Alcoholic liver disease;231;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2005;4;C56;Malignant neoplasm of ovary;205;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2005;5;I25;Chronic ischaemic heart disease;172;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2005;6;C80;Malignant neoplasm without specification of site;150;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2005;7;I21;Acute myocardial infarction;138;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2005;8;I60;Subarachnoid hemorrhage;130;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2005;9;J44;Other chronic obstructive pulmonary disease;99;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2005;10;C18;Malignant neoplasm of colon;97;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2015;1;C50;Malignant neoplasm of breast;729;14,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2015;2;C34;Malignant neoplasm of bronchus and lung;408;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2015;3;K70;Alcoholic liver disease;244;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2015;4;I25;Chronic ischaemic heart disease;179;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2015;5;C56;Malignant neoplasm of ovary;157;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2015;6;I21;Acute myocardial infarction;140;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2015;7;C25;Malignant neoplasm of pancreas;128;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2015;8;J44;Other chronic obstructive pulmonary disease;121;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2015;9;C18;Malignant neoplasm of colon;118;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54 years;2015;10;J18;Pneumonia organism unspecified;115;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1915;1;79A;Valvular disease;1.171;8,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1915;2;89&90B;Other bronchitis;1.134;7,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1915;3;79C;Other organic disease of heart;1.122;7,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1915;4;64E;Cerebral haemorrhage;965;6,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1915;5;40;Cancer of stomach, liver, etc;851;5,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1915;6;42;Cancer of female genital organs;659;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1915;7;120A;Bright's disease (as 1901 list);580;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1915;8;41;Cancer of peritoneum, intestines & rectum;504;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1915;9;43;Cancer of breast;484;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1915;10;28A;Pulmonary tuberculosis;427;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1925;1;74a(1);Cerebral haemorrhage so returned;941;6,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1925;2;44;Cancer of the pharynx, oesophagus, stomach, liver and annexa;819;5,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1925;3;46;Cancer of the female genital organs;788;5,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1925;4;47;Cancer of the breast;681;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1925;5;90(7);Other or unspecified myocardial disease;611;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1925;6;129;Chronic nephritis (including unspecified over 10 years of age);605;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1925;7;45;Cancer of the peritoneum, intestines and rectum;580;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1925;8;90(4);Other or unspecified valve disease;576;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1925;9;31;Tuberculosis of the respiratory system;535;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1925;10;90(2);Mitral valve disease;449;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1935;1;46;Cancer of the digestive organs and peritoneum;1.642;10,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1935;2;50;Cancer of the breast;968;6,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1935;3;82a(1);Cerebral haemorrhage so returned;836;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1935;4;93b(3);Other myocardial degeneration;834;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1935;5;48;Cancer of the uterus;664;4,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1935;6;131;Chronic nephritis;614;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1935;7;92(2);Mitral valve disease;455;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1935;8;23;Tuberculosis of the respiratory system;446;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1935;9;92(5);Other or unspecified valve disease;407;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1935;10;59;Diabetes;394;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1945;1;83a;Cerebral haemorrhage;1.299;9,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1945;2;50;Cancer of the breast;939;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1945;3;93c(3);Other myocardial degeneration;616;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1945;4;46b;Cancer of the stomach and duodenum;540;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1945;5;94a;Diseases of the coronary arteries;526;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1945;6;46c;Cancer of the intestines other than duodenum or rectum;505;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1945;7;92b(1);Mitral valve disease;404;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1945;8;48b;Other or unspecified cancer of the uterus;395;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1945;9;106b;Chronic bronchitis;371;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1945;10;83bc;Cerebral embolism, thrombosis and softening;370;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1955;1;420;Arteriosclerotic heart disease, including coronary disease;1.317;10,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1955;2;331;Cerebral haemorrhage;1.118;9,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1955;3;170;Malignant neoplasm of breast;984;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1955;4;151;Malignant neoplasm of stomach;444;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1955;5;175;Malignant neoplasm of ovary, fallopian tube, and broad ligament;433;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1955;6;332;Cerebral embolism and thrombosis;425;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1955;7;410;Diseases of mitral valve;419;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1955;8;153;Malignant neoplasm of large intestine, except rectum;401;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1955;9;171;Malignant neoplasm of cervix uteri;353;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1955;10;422;Other myocardial degeneration;313;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1965;1;420;Arteriosclerotic heart disease, including coronary disease;1.875;14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1965;2;170;Malignant neoplasm of breast;1.271;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1965;3;331;Cerebral haemorrhage;766;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1965;4;175;Malignant neoplasm of ovary, fallopian tube, and broad ligament;470;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1965;5;153;Malignant neoplasm of large intestine, except rectum;389;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1965;6;151;Malignant neoplasm of stomach;375;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1965;7;162;Malignant neoplasm of bronchus and trachea, and of lung (primary);368;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1965;8;410;Diseases of mitral valve;359;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1965;9;332;Cerebal embolism and thrombosis;334;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1965;10;330;Subarachnoid haemorrhage;299;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1975;1;410;Acute myocardial infarction;1.466;13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1975;2;174;Malignant neoplasm of breast;1.242;11,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1975;3;162;Malignant neoplasm of trachea, bronchus and lung;741;6,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1975;4;412;Chronic ischaemic heart disease;406;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1975;5;183;Malignant neoplasm of ovary, fallopian tube, and broad ligament;405;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1975;6;153;Malignant neoplasm of large intestine, except rectum;359;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1975;7;485;Bronchopneumonia, unspecified;292;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1975;7;180;Malignant neoplasm of cervix uteri;292;2,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1975;9;431;Cerebral haemorrhage;286;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1975;10;491;Chronic bronchitis;263;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1985;1;174;Malignant neoplasm of female breast;1.352;13,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1985;2;410;Acute myocardial infarction;1.250;12,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1985;3;162;Malignant neoplasm of trachea, bronchus and lung;804;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1985;4;414;Other forms of chronic ischaemic heart disease;518;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1985;5;183;Malignant neoplasm of ovary and other uterine adnexa;407;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1985;6;153;Malignant neoplasm of colon;347;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1985;7;436;Acute but ill-defined cerebrovascular disease;257;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1985;8;199;Malignant neoplasm without specification of site;251;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1985;9;430;Subarachnoid haemorrhage;223;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1985;10;496;Chronic airways obstruction, not elsewhere classified;206;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1995;1;174;Malignant neoplasm of female breast;1.042;14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1995;2;162;Malignant neoplasm of trachea, bronchus and lung;590;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1995;3;410;Acute myocardial infarction;524;7,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1995;4;414;Other forms of chronic ischaemic heart disease;443;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1995;5;183;Malignant neoplasm of ovary and other uterine adnexa;436;5,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1995;6;199;Malignant neoplasm without specification of site;269;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1995;7;153;Malignant neoplasm of colon;262;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1995;8;496;Chronic airways obstruction, not elsewhere classified;184;2,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1995;9;485;Bronchopneumonia, organism unspecified;146;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;1995;10;571;Chronic liver disease and cirrhosis;143;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;2005;1;C50;Malignant neoplasm of breast;1.110;14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;2005;2;C34;Malignant neoplasm of bronchus and lung;800;10,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55-59 years;2005;3;C56;Malignant neoplasm of ovary;378;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
